TransactionID,CustomerID,Date,ProductID,Price_x,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,Price_y,StoreName,GroupStore,Type,Latitude,Longitude,Cluster
TR61163,405,2022-10-10,P7,9400,2,18800,7,18,0,Single,0.0,Coffee Candy,9400,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR75968,6,2022-10-10,P2,3200,7,22400,7,23,0,Married,2.33,Ginger Candy ,3200,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR94196,34,2022-10-10,P2,3200,7,22400,9,45,0,Married,6.36,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR33812,190,2022-10-11,P10,15000,4,60000,5,34,1,Married,8.85,Cheese Stick,15000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR49207,45,2022-10-11,P4,12000,2,24000,7,53,0,Married,9.25,Potato Chip,12000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR53881,230,2022-10-11,P7,9400,3,28200,3,40,1,Married,4.32,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR54137,212,2022-10-11,P3,7500,1,7500,2,36,0,Married,7.96,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR62463,373,2022-10-11,P4,12000,5,60000,5,55,1,Married,14.59,Potato Chip,12000,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR69655,415,2022-10-11,P4,12000,1,12000,9,44,0,Married,18.57,Potato Chip,12000,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR74570,415,2022-10-11,P4,12000,1,12000,6,44,0,Married,18.57,Potato Chip,12000,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR87080,53,2022-10-11,P3,7500,4,30000,9,32,0,Married,7.36,Crackers,7500,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR87386,247,2022-10-11,P1,8800,3,26400,1,33,1,Married,8.11,Choco Bar,8800,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR98889,16,2022-10-11,P5,4200,3,12600,6,52,0,Married,11.8,Thai Tea,4200,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR12750,417,2022-10-12,P10,15000,4,60000,3,47,1,Married,12.75,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR14595,325,2022-10-12,P10,15000,2,30000,1,37,0,Single,3.25,Cheese Stick,15000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR1669,194,2022-10-12,P8,16000,2,32000,13,31,1,Married,4.33,Oat,16000,Buana,Buana,General Trade,1.26916,116.825264,0
TR30203,132,2022-10-12,P10,15000,4,60000,2,41,0,Married,17.69,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR32042,283,2022-10-12,P7,9400,6,56400,10,19,1,Single,0.0,Coffee Candy,9400,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR34767,254,2022-10-12,P10,15000,4,60000,14,58,0,Single,6.05,Cheese Stick,15000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR38063,54,2022-10-12,P7,9400,5,47000,5,42,0,Single,9.68,Coffee Candy,9400,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR4694,273,2022-10-12,P1,8800,6,52800,2,27,1,Married,3.32,Choco Bar,8800,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR65667,162,2022-10-12,P3,7500,2,15000,6,49,0,Married,11.46,Crackers,7500,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR65788,292,2022-10-12,P5,4200,5,21000,10,31,0,Single,9.57,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR68474,362,2022-10-12,P2,3200,6,19200,11,25,0,Single,7.47,Ginger Candy ,3200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,0
TR81829,251,2022-10-12,P5,4200,5,21000,6,45,1,Married,3.38,Thai Tea,4200,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR84402,270,2022-10-12,P10,15000,1,15000,6,49,1,Married,8.81,Cheese Stick,15000,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR87413,303,2022-10-12,P1,8800,10,88000,9,45,0,Married,10.34,Choco Bar,8800,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR10741,69,2022-10-13,P7,9400,6,56400,10,26,0,Single,2.84,Coffee Candy,9400,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR11377,235,2022-10-13,P2,3200,6,19200,1,37,0,Married,5.35,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR11846,46,2022-10-13,P4,12000,2,24000,1,36,1,Married,8.31,Potato Chip,12000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR15642,264,2022-10-13,P5,4200,3,12600,1,21,1,Single,1.12,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,0
TR41140,345,2022-10-13,P6,18000,2,36000,10,31,0,Married,5.06,Cashew,18000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR60913,201,2022-10-13,P4,12000,4,48000,5,57,0,Married,6.87,Potato Chip,12000,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR61837,428,2022-10-13,P10,15000,2,30000,14,60,1,Married,4.49,Cheese Stick,15000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR6881,219,2022-10-13,P9,10000,1,10000,8,39,0,Single,9.73,Yoghurt,10000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR82394,24,2022-10-13,P5,4200,2,8400,4,37,0,Married,9.53,Thai Tea,4200,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR84002,12,2022-10-13,P7,9400,2,18800,5,2,1,Married,4.94,Coffee Candy,9400,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR17085,73,2022-10-14,P7,9400,5,47000,9,53,0,Married,13.71,Coffee Candy,9400,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR36057,376,2022-10-14,P3,7500,5,37500,2,44,0,Married,14.65,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR38268,275,2022-10-14,P2,3200,6,19200,1,41,0,Married,15.33,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR59381,53,2022-10-14,P5,4200,3,12600,1,32,0,Married,7.36,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR60092,182,2022-10-14,P5,4200,3,12600,6,44,1,Married,14.57,Thai Tea,4200,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR66049,104,2022-10-14,P8,16000,3,48000,2,31,1,Married,7.92,Oat,16000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR72489,1,2022-10-14,P8,16000,2,32000,13,55,1,Married,5.12,Oat,16000,Buana,Buana,General Trade,1.26916,116.825264,1
TR73723,312,2022-10-14,P10,15000,5,75000,3,54,0,Married,18.77,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR76331,266,2022-10-14,P9,10000,7,70000,7,72,1,Married,4.72,Yoghurt,10000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR78261,23,2022-10-14,P10,15000,5,75000,7,57,1,Married,12.56,Cheese Stick,15000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR79608,337,2022-10-14,P3,7500,3,22500,12,43,1,Married,5.12,Crackers,7500,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR80906,232,2022-10-14,P7,9400,3,28200,11,62,0,Married,7.32,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR81012,436,2022-10-14,P10,15000,1,15000,5,51,1,Married,18.89,Cheese Stick,15000,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR9215,336,2022-10-14,P10,15000,5,75000,4,51,0,Single,10.84,Cheese Stick,15000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR10144,32,2022-10-15,P1,8800,4,35200,11,34,0,Married,10.96,Choco Bar,8800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR25292,221,2022-10-15,P8,16000,1,16000,13,23,1,Single,7.5,Oat,16000,Buana,Buana,General Trade,1.26916,116.825264,0
TR3740,107,2022-10-15,P8,16000,2,32000,13,38,1,Married,9.85,Oat,16000,Buana,Buana,General Trade,1.26916,116.825264,2
TR39305,112,2022-10-15,P10,15000,5,75000,3,31,1,Married,4.44,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR7220,424,2022-10-15,P3,7500,2,15000,2,38,0,Married,10.06,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR73062,200,2022-10-15,P7,9400,3,28200,14,25,0,Married,2.39,Coffee Candy,9400,Priangan,Priangan,Modern Trade,5.45,105.26667,0
TR79875,433,2022-10-15,P10,15000,3,45000,13,48,1,Married,11.97,Cheese Stick,15000,Buana,Buana,General Trade,1.26916,116.825264,1
TR90674,150,2022-10-15,P3,7500,2,15000,13,61,1,Married,8.56,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,1
TR97982,193,2022-10-15,P2,3200,6,19200,5,42,0,Married,20.64,Ginger Candy ,3200,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR98472,273,2022-10-15,P5,4200,5,21000,3,27,1,Married,3.32,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR27722,218,2022-10-16,P4,12000,1,12000,13,29,0,Married,3.52,Potato Chip,12000,Buana,Buana,General Trade,1.26916,116.825264,0
TR60087,152,2022-10-16,P7,9400,4,37600,8,59,1,Married,10.68,Coffee Candy,9400,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR64308,173,2022-10-16,P10,15000,4,60000,4,59,0,Married,4.59,Cheese Stick,15000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR65240,406,2022-10-16,P4,12000,2,24000,10,38,1,Married,8.64,Potato Chip,12000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR6702,416,2022-10-16,P5,4200,2,8400,2,27,1,Married,3.43,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR72825,257,2022-10-16,P7,9400,5,47000,6,60,0,Married,4.25,Coffee Candy,9400,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR83792,310,2022-10-16,P3,7500,5,37500,5,23,0,Married,4.17,Crackers,7500,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR91532,44,2022-10-16,P5,4200,3,12600,9,40,0,Married,10.65,Thai Tea,4200,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR15963,134,2022-10-17,P6,18000,2,36000,14,50,0,Married,18.62,Cashew,18000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR20813,159,2022-10-17,P4,12000,2,24000,9,53,1,Married,13.65,Potato Chip,12000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR21587,425,2022-10-17,P4,12000,1,12000,4,58,1,Married,7.22,Potato Chip,12000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR22812,276,2022-10-17,P8,16000,2,32000,5,31,1,Married,8.96,Oat,16000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR23917,218,2022-10-17,P5,4200,3,12600,8,29,0,Married,3.52,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR35681,204,2022-10-17,P6,18000,1,18000,14,53,0,Married,9.46,Cashew,18000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR36725,393,2022-10-17,P4,12000,5,60000,6,22,0,Single,0.0,Potato Chip,12000,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR45061,152,2022-10-17,P9,10000,2,20000,4,59,1,Married,10.68,Yoghurt,10000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR47063,160,2022-10-17,P3,7500,1,7500,5,48,1,Married,12.57,Crackers,7500,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR57267,14,2022-10-17,P3,7500,1,7500,2,58,1,Married,10.18,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR57603,59,2022-10-17,P8,16000,2,32000,3,46,1,Married,10.57,Oat,16000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR63652,54,2022-10-17,P8,16000,1,16000,4,42,0,Single,9.68,Oat,16000,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR64251,234,2022-10-17,P8,16000,1,16000,14,61,1,Married,10.86,Oat,16000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR65444,266,2022-10-17,P5,4200,5,21000,9,72,1,Married,4.72,Thai Tea,4200,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR71449,137,2022-10-17,P5,4200,3,12600,6,34,1,Married,6.36,Thai Tea,4200,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR77265,149,2022-10-17,P10,15000,1,15000,2,61,1,Married,3.96,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR7768,210,2022-10-17,P7,9400,5,47000,13,33,0,Married,10.9,Coffee Candy,9400,Buana,Buana,General Trade,1.26916,116.825264,2
TR78653,4,2022-10-17,P3,7500,4,30000,14,31,1,Married,4.87,Crackers,7500,Priangan,Priangan,Modern Trade,5.45,105.26667,0
TR95518,376,2022-10-17,P2,3200,6,19200,6,44,0,Married,14.65,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR95719,315,2022-10-17,P3,7500,5,37500,6,29,1,Married,4.18,Crackers,7500,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR17814,136,2022-10-18,P8,16000,1,16000,10,28,1,Married,2.96,Oat,16000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR29217,236,2022-10-18,P9,10000,2,20000,4,28,0,Married,3.13,Yoghurt,10000,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR34339,320,2022-10-18,P2,3200,3,9600,8,30,0,Married,3.72,Ginger Candy ,3200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR35309,326,2022-10-18,P9,10000,3,30000,11,24,1,Single,2.69,Yoghurt,10000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,0
TR40402,220,2022-10-18,P2,3200,7,22400,14,45,0,Married,16.35,Ginger Candy ,3200,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR47938,235,2022-10-18,P3,7500,4,30000,7,37,0,Married,5.35,Crackers,7500,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR51656,232,2022-10-18,P5,4200,2,8400,12,62,0,Married,7.32,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR55642,166,2022-10-18,P3,7500,6,45000,6,33,0,Married,3.33,Crackers,7500,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR61220,344,2022-10-18,P5,4200,2,8400,13,47,1,Married,5.63,Thai Tea,4200,Buana,Buana,General Trade,1.26916,116.825264,2
TR63401,286,2022-10-18,P4,12000,1,12000,1,60,0,Married,6.19,Potato Chip,12000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR7264,102,2022-10-18,P3,7500,1,7500,13,39,0,Married,6.44,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,2
TR92483,27,2022-10-18,P5,4200,4,16800,2,43,0,Married,17.42,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR97644,254,2022-10-18,P1,8800,9,79200,3,58,0,Single,6.05,Choco Bar,8800,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR99379,295,2022-10-18,P5,4200,2,8400,12,34,0,Married,4.78,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR39584,291,2022-10-19,P2,3200,6,19200,7,49,0,Married,19.98,Ginger Candy ,3200,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR40617,369,2022-10-19,P5,4200,3,12600,1,32,0,Married,10.62,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR51168,132,2022-10-19,P10,15000,5,75000,4,41,0,Married,17.69,Cheese Stick,15000,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR66342,103,2022-10-19,P8,16000,3,48000,13,31,1,Single,4.01,Oat,16000,Buana,Buana,General Trade,1.26916,116.825264,0
TR69326,89,2022-10-19,P9,10000,7,70000,8,32,0,Married,9.68,Yoghurt,10000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR69456,53,2022-10-19,P7,9400,3,28200,3,32,0,Married,7.36,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR74904,348,2022-10-19,P3,7500,6,45000,13,29,1,Married,4.64,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,0
TR93344,406,2022-10-19,P10,15000,1,15000,11,38,1,Married,8.64,Cheese Stick,15000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR16141,282,2022-10-20,P1,8800,4,35200,1,55,0,Married,11.38,Choco Bar,8800,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR4093,189,2022-10-20,P5,4200,3,12600,5,59,1,Single,5.15,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR50950,154,2022-10-20,P5,4200,2,8400,4,31,0,Married,8.36,Thai Tea,4200,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR58190,16,2022-10-20,P2,3200,4,12800,3,52,0,Married,11.8,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR59111,426,2022-10-20,P10,15000,2,30000,4,19,0,Single,2.16,Cheese Stick,15000,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR59804,179,2022-10-20,P5,4200,3,12600,10,25,1,Single,5.95,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR62133,19,2022-10-20,P3,7500,4,30000,4,24,1,Single,4.14,Crackers,7500,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR64677,245,2022-10-20,P2,3200,6,19200,11,26,1,Married,4.58,Ginger Candy ,3200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,0
TR69752,42,2022-10-20,P4,12000,3,36000,7,60,0,Married,10.28,Potato Chip,12000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR85961,254,2022-10-20,P5,4200,3,12600,3,58,0,Single,6.05,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR92378,387,2022-10-20,P7,9400,2,18800,5,36,0,Married,9.1,Coffee Candy,9400,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR95707,36,2022-10-20,P8,16000,3,48000,5,32,1,Married,10.4,Oat,16000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR14658,1,2022-10-21,P9,10000,5,50000,1,55,1,Married,5.12,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR26041,268,2022-10-21,P9,10000,5,50000,9,49,1,Single,5.18,Yoghurt,10000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR73520,38,2022-10-21,P2,3200,3,9600,4,56,0,Married,14.32,Ginger Candy ,3200,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR81318,203,2022-10-21,P2,3200,3,9600,6,53,0,Married,17.2,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR83379,160,2022-10-21,P5,4200,3,12600,11,48,1,Married,12.57,Thai Tea,4200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR83691,73,2022-10-21,P5,4200,4,16800,8,53,0,Married,13.71,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR84226,48,2022-10-21,P5,4200,3,12600,4,32,0,Married,10.62,Thai Tea,4200,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR8561,108,2022-10-21,P5,4200,4,16800,12,25,0,Single,6.87,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR89699,430,2022-10-21,P5,4200,5,21000,3,55,1,Single,18.37,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR30504,8,2022-10-22,P10,15000,4,60000,10,37,1,Married,5.49,Cheese Stick,15000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR37673,211,2022-10-22,P7,9400,5,47000,14,29,0,Married,3.54,Coffee Candy,9400,Priangan,Priangan,Modern Trade,5.45,105.26667,0
TR58701,380,2022-10-22,P1,8800,9,79200,11,40,0,Married,5.77,Choco Bar,8800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR71889,198,2022-10-22,P3,7500,2,15000,13,45,0,Married,10.69,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,2
TR76159,217,2022-10-22,P8,16000,3,48000,5,39,1,Single,6.96,Oat,16000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR78082,115,2022-10-22,P1,8800,5,44000,4,39,0,Married,5.07,Choco Bar,8800,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR78822,308,2022-10-22,P7,9400,5,47000,11,45,0,Married,10.72,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR8182,166,2022-10-22,P10,15000,4,60000,1,33,0,Married,3.33,Cheese Stick,15000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR82119,81,2022-10-22,P7,9400,4,37600,2,44,0,Married,19.49,Coffee Candy,9400,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR85615,370,2022-10-22,P10,15000,2,30000,10,26,1,Single,1.28,Cheese Stick,15000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR86251,28,2022-10-22,P8,16000,1,16000,14,55,0,Married,6.08,Oat,16000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR89571,245,2022-10-22,P5,4200,5,21000,12,26,1,Married,4.58,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR94241,396,2022-10-22,P5,4200,2,8400,2,36,1,Married,9.18,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR95975,442,2022-10-22,P2,3200,3,9600,9,42,1,Married,14.88,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR99528,322,2022-10-22,P9,10000,2,20000,5,41,0,Married,20.01,Yoghurt,10000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR10611,151,2022-10-23,P4,12000,4,48000,7,42,0,Married,10.38,Potato Chip,12000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR11528,207,2022-10-23,P9,10000,7,70000,8,35,1,Married,10.54,Yoghurt,10000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR19657,349,2022-10-23,P5,4200,4,16800,1,37,0,Married,5.96,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR20042,445,2022-10-23,P2,3200,4,12800,13,51,0,Married,14.48,Ginger Candy ,3200,Buana,Buana,General Trade,1.26916,116.825264,1
TR2234,338,2022-10-23,P9,10000,7,70000,6,46,1,Married,5.12,Yoghurt,10000,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR33255,199,2022-10-23,P10,15000,3,45000,2,41,0,Married,7.9,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR36134,275,2022-10-23,P1,8800,5,44000,10,41,0,Married,15.33,Choco Bar,8800,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR46820,329,2022-10-23,P10,15000,2,30000,6,19,1,Single,0.0,Cheese Stick,15000,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR61008,237,2022-10-23,P4,12000,5,60000,14,35,1,Married,8.14,Potato Chip,12000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR67993,411,2022-10-23,P9,10000,2,20000,7,19,1,Single,0.0,Yoghurt,10000,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR74802,196,2022-10-23,P1,8800,4,35200,8,34,0,Married,3.17,Choco Bar,8800,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR76254,103,2022-10-23,P8,16000,2,32000,4,31,1,Single,4.01,Oat,16000,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR77004,366,2022-10-23,P4,12000,4,48000,6,18,0,Single,0.0,Potato Chip,12000,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR98418,284,2022-10-23,P9,10000,6,60000,9,49,1,Married,11.31,Yoghurt,10000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR19126,186,2022-10-24,P2,3200,6,19200,7,34,1,Married,4.02,Ginger Candy ,3200,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR44671,388,2022-10-24,P9,10000,2,20000,1,44,1,Married,16.12,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR48675,401,2022-10-24,P2,3200,5,16000,6,45,0,Married,4.08,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR4907,166,2022-10-24,P9,10000,6,60000,1,33,0,Married,3.33,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR53090,107,2022-10-24,P7,9400,6,56400,9,38,1,Married,9.85,Coffee Candy,9400,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR68000,36,2022-10-24,P8,16000,2,32000,8,32,1,Married,10.4,Oat,16000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR6900,223,2022-10-24,P10,15000,2,30000,9,62,1,Single,5.35,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR89187,372,2022-10-24,P9,10000,2,20000,3,31,1,Married,6.19,Yoghurt,10000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR94900,57,2022-10-24,P6,18000,3,54000,10,33,1,Married,6.5,Cashew,18000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR98873,137,2022-10-24,P7,9400,5,47000,5,34,1,Married,6.36,Coffee Candy,9400,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR50938,373,2022-10-25,P10,15000,3,45000,1,55,1,Married,14.59,Cheese Stick,15000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR61977,46,2022-10-25,P3,7500,4,30000,4,36,1,Married,8.31,Crackers,7500,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR6546,354,2022-10-25,P2,3200,5,16000,6,53,1,Married,16.94,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR7054,331,2022-10-25,P10,15000,3,45000,10,54,0,Married,16.19,Cheese Stick,15000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR85256,12,2022-10-25,P3,7500,5,37500,12,2,1,Married,4.94,Crackers,7500,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR91625,239,2022-10-25,P9,10000,4,40000,14,41,1,Married,6.55,Yoghurt,10000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR99925,280,2022-10-25,P10,15000,5,75000,12,60,1,Married,9.57,Cheese Stick,15000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
